t,x,y,z
2.18,-1.048567413515435,-0.6596652836256981,0.029347777402978278
2.19,-1.0422053777800344,-0.6714503679526436,0.029367491763749025
2.2,-1.0357258933806062,-0.6831947740351596,0.029387744439743655
2.21,-1.0291293787630476,-0.694897246856586,0.029408536195629113
2.22,-1.0224162649224895,-0.7065565331391664,0.02942986779748548
2.23,-1.0155869953852752,-0.7181713814730583,0.029451740012653865
2.24,-1.0086420261896483,-0.7297405424454142,0.02947415360957295
2.25,-1.0015818258651468,-0.7412627687695226,0.02949710935760425
2.2600000000000002,-0.9944068754107045,-0.7527368154139931,0.029520608026846078
2.27,-0.9871176682714581,-0.764161439731976,0.029544650387936282
2.2800000000000002,-0.9797147103142594,-0.7755354015904011,0.02956923721184373
2.29,-0.9721985198018942,-0.7868574634992236,0.029594369269648514
2.3000000000000003,-0.9645696273660055,-0.7981263907406645,0.029620047332310953
2.31,-0.9568285759787223,-0.8093409514984323,0.029646272170429266
2.32,-0.9489759209229938,-0.8204999169869129,0.029673044553985967
2.33,-0.9410122297616295,-0.8316020615803142,0.02970036525208291
2.34,-0.9329380823050453,-0.8426461629417535,0.02972823503266496
2.35,-0.9247540705777164,-0.8536310021522738,0.029756654662232235
2.36,-0.916460798783337,-0.8645553638397759,0.02978562490554085
2.37,-0.9080588832686888,-0.8754180363078536,0.029815146525292147
2.38,-0.899548952486218,-0.886217811664519,0.02984522028181028
2.39,-0.8909316469553229,-0.8969534859508034,0.02987584693270813
2.4,-0.882207619222352,-0.9076238592692233,0.02990702723254147
2.41,-0.8733775338193153,-0.9182277359120952,0.029938761932451274
2.42,-0.8644420672213093,-0.9287639244896883,0.02997105177979408
2.43,-0.8554019078026581,-0.9392312380582012,0.030003897517760364
2.44,-0.8462577557917708,-0.9496284942475492,0.030037299884980766
2.45,-0.8370103232247188,-0.9599545153889493,0.030071259615120097
2.46,-0.8276603338975345,-0.9702081286422887,0.03010577743645903
2.47,-0.8182085233172319,-0.980388166123266,0.030140854071463347
2.48,-0.8086556386515542,-0.9904934650302888,0.030176490236340642
2.49,-0.7990024386774478,-1.0005228677711167,0.030212686640584362
2.5,-0.7892496937282677,-1.0104752220892357,0.030249443986505056
2.5100000000000002,-0.779398185639715,-1.0203493811899502,0.030286762968748736
2.52,-0.7694487076945103,-1.030144203866181,0.03032464427380219
2.5300000000000002,-0.7594020645658063,-1.0398585546239536,0.03036308857948516
2.54,-0.7492590722593405,-1.0494913038075664,0.03040209655442921
2.5500000000000003,-0.7390205580543342,-1.0590413277244233,0.030441668857543187
2.56,-0.7286873604431383,-1.0685075087695184,0.03048180613746512
2.57,-0.7182603290696312,-1.0778887355495599,0.030522509032000437
2.58,-0.7077403246663716,-1.0871839030067194,0.030563778167546345
2.59,-0.6971282189905093,-1.0963919125419936,0.03060561415850222
2.6,-0.6864248947584588,-1.1055116721381655,0.03064801760666593
2.61,-0.6756312455793397,-1.114542096482351,0.030690989100615827
2.62,-0.6647481758871869,-1.123482107088119,0.030734529215078413
2.63,-0.6537766008719352,-1.1323306324171716,0.0307786385102814
2.64,-0.6427174464091836,-1.1410866080005704,0.030823317531292093
2.65,-0.6315716489887424,-1.1497489765594955,0.03086856680734092
2.66,-0.6203401556419683,-1.1583166881255273,0.030914386851129974
2.67,-0.6090239238678924,-1.1667887001604336,0.030960778158126406
2.68,-0.5976239215581454,-1.1751639776754514,0.031007741205840517
2.69,-0.5861411269206853,-1.183441493350051,0.031055276453088414
2.7,-0.5745765284023333,-1.1916202276501668,0.03110338433923906
2.71,-0.5629311246101214,-1.1996991689458858,0.031152065283445593
2.72,-0.5512059242314588,-1.2076773136285757,0.03120131968386073
2.73,-0.539401945953122,-1.2155536662274442,0.03125114791683615
2.74,-0.5275202183790738,-1.223327239525515,0.031301550336105655
2.75,-0.5155617799471177,-1.2309970546750064,0.03135252727195203
2.7600000000000002,-0.5035276788443923,-1.2385621413121017,0.03140407903035738
2.77,-0.4914189729217136,-1.2460215376710975,0.031456205892136845
2.7800000000000002,-0.4792367296067694,-1.2533742906979166,0.03150890811205557
2.79,-0.46698202581617315,-1.260619456162975,0.03156218591792869
2.8000000000000003,-0.4546559478663836,-1.2677560987733878,0.03161603950970436
2.81,-0.442259591383496,-1.2747832922845022,0.031670469058529487
2.82,-0.42979406121191244,-1.2817001196107458,0.03172547470579819
2.83,-0.4172604713218971,-1.2885056729357771,0.031781056562182795
2.84,-0.4046599447160242,-1.2951990538219247,0.03183721470664724
2.85,-0.3919936133345249,-1.3017793733189045,0.03189394918544274
2.86,-0.37926261795954086,-1.3082457520718016,0.031951260011085635
2.87,-0.36646810811829095,-1.3145973204283041,0.03200914716131726
2.88,-0.3536112419851593,-1.3208332185451768,0.032067610578045774
2.89,-0.34069318628271184,-1.3269525964939626,0.03212665016626976
2.9,-0.3277151161816484,-1.3329546143659003,0.03218626579298358
2.91,-0.3146782151996992,-1.3388384423760447,0.03224645728606428
2.92,-0.3015836750994725,-1.3446032609665775,0.03230722443314007
2.93,-0.2884326957852619,-1.3502482609092985,0.03236856698044016
2.94,-0.2752264851988214,-1.3557726434072832,0.032430484631626
2.95,-0.2619662592141164,-1.361175620195695,0.03249297704660369
2.96,-0.24865324153105864,-1.3664564136417416,0.032556043840317676
2.97,-0.23528866356823377,-1.3716142568437624,0.03261968458152546
2.98,-0.22187376435463035,-1.3766483937294343,0.032683898791553444
2.99,-0.2084097904203785,-1.3815580791530877,0.03274868594303373
3.0,-0.19489799568650712,-1.3863425789921169,0.03281404545862193
3.0100000000000002,-0.18133964135372893,-1.391001170242475,0.03287997670969589
3.02,-0.16773599579026172,-1.3955331411132432,0.03294647901503527
3.0300000000000002,-0.15408833441869554,-1.399937791120261,0.033013551639482094
3.04,-0.1403979396019148,-1.4042144311788063,0.0330811937925821
3.0500000000000003,-0.12666610052808458,-1.408362383695315,0.03314940462720702
3.06,-0.11289411309471085,-1.4123809826581282,0.033218183238157756
3.0700000000000003,-0.09908327979178397,-1.4162695737272555,0.03328752866074839
3.08,-0.0852349095840153,-1.4200275143231442,0.03335743986937128
3.09,-0.07135031779217671,-1.4236541737144432,0.03342791577604302
3.1,-0.057430825973552854,-1.4271489331047496,0.03349895522893152
3.11,-0.0434777618015163,-1.4305111857183275,0.03357055701086424
3.12,-0.029492458944235668,-1.4337403368847905,0.03364271983781753
3.13,-0.015476256942526906,-1.4368358041227336,0.03371544235738739
3.14,-0.00143050108685824,-1.439797017222306,0.03378872314724155
3.15,0.0126434577064809,-1.4426234183267141,0.03386256071355317
3.16,0.026744263020036317,-1.4453144620126441,0.033936953489416145
3.17,0.04087055306066021,-1.4478696153695927,0.034011899833242334
3.18,0.05502096078578625,-1.450288358078098,0.03408739802714072
3.19,0.06919411403049774,-1.4525701824868587,0.03416344627527882
3.2,0.08338863563537784,-1.45471459368873,0.03424004270222649
3.21,0.09760314357513067,-1.4567211095955914,0.03431718535128234
3.22,0.1118362510879624,-1.45858926101207,0.03439487218278304
3.23,0.1260865668057106,-1.460318591708114,0.03447310107239577
3.24,0.14035269488471078,-1.4619086584904049,0.03455186980939405
3.25,0.15463323513738866,-1.4633590312725988,0.034631176094917324
3.2600000000000002,0.16892678316456616,-1.4646692931443885,0.03471101754021453
3.27,0.18323193048846997,-1.4658390404393746,0.03479139166487209
3.2800000000000002,0.19754726468643055,-1.4668678828017385,0.03487229589502664
3.29,0.2118713695252597,-1.4677554432517066,0.03495372756156285
3.3000000000000003,0.22620282509629488,-1.4685013582497974,0.03503568389829681
3.31,0.24054020795109815,-1.4691052777598426,0.0351181620401454
3.3200000000000003,0.25488209123779737,-1.4695668653107712,0.03520115902128206
3.33,0.2692270448380577,-1.469885798057152,0.035284671773279486
3.34,0.2835736355046708,-1.47006176683848,0.035368697123239715
3.35,0.29792042699974935,-1.4700944762372041,0.035453231791912225
3.36,0.31226598023351454,-1.4699836446354821,0.035538272391800484
3.37,0.32660885340366336,-1.4697290042706592,0.035623815425257624
3.38,0.3409476021353039,-1.4693303012894585,0.035709857282571845
3.39,0.3552807796214446,-1.4687872958008772,0.035796394240042155
3.4,0.3696069367640259,-1.4680997619277782,0.03588342245804517
3.41,0.38392462231548,-1.467267487857173,0.03597093797909361
3.42,0.3982323830208071,-1.4662902758891831,0.03605893672588734
3.43,0.4125287637601532,-1.4651679424846769,0.03614741449935757
3.44,0.42681230769187795,-1.4639003183115702,0.03623636697670513
3.45,0.4410815563960982,-1.4624872482897875,0.03632578970943362
3.46,0.4553350500186939,-1.4609285916348713,0.036415678121378255
3.47,0.4695713274157635,-1.4592242219002372,0.036506027506731355
3.48,0.48378892629851433,-1.4573740270180635,0.03659683302806537
3.49,0.49798638337857526,-1.4553779093388122,0.03668808971435444
3.5,0.5121622345137171,-1.453235785669371,0.03677979245899541
3.5100000000000002,0.5263150148539677,-1.4509475873098112,0.03687193601782952
3.52,0.540443258988107,-1.4485132600887556,0.03696451500716556
3.5300000000000002,0.5545455010905288,-1.4459327643973474,0.03705752390180589
3.54,0.568620275068455,-1.443206075221817,0.03715095703307621
3.5500000000000003,0.582666114709488,-1.4403331821746372,0.0372448085868605
3.56,0.5966815538294872,-1.4373140895242633,0.03733907260164219
3.5700000000000003,0.6106651264207552,-1.4341488162234495,0.037433742966552816
3.58,0.62461536680052,-1.4308373959361387,0.0375288134194296
3.59,0.6385308097596976,-1.4273798770629178,0.03762427754488316
3.6,0.6524099907119218,-1.4237763227650329,0.037720128772376744
3.61,0.6662514458428261,-1.4200268109869605,0.037816360374318514
3.62,0.6800537122595625,-1.4161314344775278,0.03791296546416815
3.63,0.6938153281405434,-1.4120903008095773,0.038009936994559464
3.64,0.7075348328853918,-1.407903532398172,0.038107267755440453
3.65,0.7212107672650845,-1.4035712665173325,0.03820495037223238
3.66,0.7348416735722735,-1.3990936553153075,0.03830297730400952
3.67,0.748426095771771,-1.3944708658283655,0.03840134084170129
3.68,0.7619625796511826,-1.3897030799931098,0.03850003310631832
3.69,0.7754496729716744,-1.384790494657308,0.038599046047204384
3.7,0.7888859256188575,-1.379733321589234,0.038698371440315876
3.71,0.802269889753776,-1.3745317874855185,0.03879800088653063
3.72,0.8156001199639827,-1.369186133977502,0.0388979258099881
3.73,0.8288751734146874,-1.3636966176360887,0.03899813745646259
3.74,0.842093609999962,-1.3580635099750966,0.03909862689177176
3.75,0.8552539924939875,-1.3522870974531007,0.03919938500022208
3.7600000000000002,0.8683548867023274,-1.346367681473766,0.0393004024830936
3.77,0.8813948616132116,-1.3403055783846656,0.039401669857165804
3.7800000000000002,0.8943724895488151,-1.3341011194745842,0.039503177453286895
3.79,0.907286346316517,-1.3277546509692997,0.03960491541498851
3.8000000000000003,0.9201350113601224,-1.3212665340258438,0.03970687369714813
3.81,0.9329170679110339,-1.3146371447252383,0.03980904206470135
3.8200000000000003,0.9456311031393532,-1.3078668740637014,0.0399114100914064
3.83,0.9582757083049012,-1.300956127942327,0.04001396715866299
3.84,0.970849478908138,-1.2939053271552305,0.040116702454388094
3.85,0.9833510148409674,-1.2867149073761617,0.04021960497195078
3.86,0.9957789205374107,-1.2793853191435804,0.040322663509168695
3.87,1.0081318051241328,-1.2719170278441971,0.040425866667368464
3.88,1.0204082825708054,-1.2643105136949722,0.04052920285051262
3.89,1.0326069718402913,-1.2565662717235766,0.040632660264395465
3.9,1.0447264970386316,-1.2486848117473104,0.04073622691591041
3.91,1.056765487564824,-1.2406666583504784,0.040839890612391336
3.92,1.0687225782603706,-1.2325123508602231,0.04094363896103057
3.93,1.0805964095585838,-1.2242224433208135,0.04104745936837607
3.94,1.092385627633631,-1.215797504466388,0.041151339039910396
3.95,1.1040888845493027,-1.2072381176921532,0.04125526497971419
3.96,1.1157048384074884,-1.1985448810240373,0.041359223990216736
3.97,1.1272321534963428,-1.1897184070867983,0.0414632026720363
3.98,1.138669500438127,-1.180759323070585,0.041567187423913
3.99,1.1500155563367074,-1.1716682706959554,0.04167116444273679
4.0,1.161269004924696,-1.1624459061773487,0.04177511972367336
4.01,1.1724285367102172,-1.1530929001850136,0.04187903906039063
4.0200000000000005,1.1834928491232812,-1.1436099378053939,0.04198290804538856
4.03,1.1944606466617527,-1.1339977184999697,0.04208671207043496
4.04,1.2053306410368925,-1.1242569560625595,0.04219043632711011
4.05,1.2161015513184599,-1.1143883785750806,0.04229406580746276
4.0600000000000005,1.2267721040793578,-1.1043927283617712,0.04239758530478041
4.07,1.237341033539804,-1.0942707619418752,0.04250097941447636
4.08,1.247807081711012,-1.0840232499807922,0.042604232535096334
4.09,1.258168998538365,-1.0736509772396927,0.04270732886944736
4.1,1.2684255420440664,-1.063154742523603,0.04281025242585143
4.11,1.2785754784692507,-1.05253535862796,0.04291298701952671
4.12,1.2886175824155373,-1.0417936522836408,0.04301551627409876
4.13,1.298550636986012,-1.0309304641004662,0.04311782362324441
4.14,1.308373433925618,-1.019946648509184,0.04321989231247078
4.15,1.3180847737609407,-1.0088430737019332,0.043321705401031974
4.16,1.3276834659393708,-0.9976206215711938,0.0434232457639858
4.17,1.3371683289676266,-0.9862801876472238,0.043524496094392996
4.18,1.346538190549621,-0.9748226810339876,0.0436254389056613
4.19,1.3557918877236566,-0.9632490243435796,0.04372605653403658
4.2,1.3649282669989309,-0.9515601536291468,0.04382633114124333
4.21,1.3739461844913368,-0.9397570183163139,0.04392624471727669
4.22,1.3828445060585413,-0.9278405811331154,0.04402577908334796
4.23,1.391622107434325,-0.9158118180384395,0.04412491589498583
4.24,1.4002778743621676,-0.9036717181489866,0.04422363664529506
4.25,1.4088107027280619,-0.8914212836647497,0.04432192266837462
4.26,1.41721949869254,-0.8790615297930187,0.04441975514289699
